"Species","code","Impact_year","Type_of_cost_merged","Management_type","Geographic_region","Genus","Cost.USD","eventDate","First_invacost","First_manage","First_manage_invacost"
"Agave sisalana","ZAF",2013,"Management_costs","Post-invasion_management","Africa","Agave",28188.933741466,1929,1997,1997,1997
"Agave sisalana","ZAF",1999,"Management_costs","Post-invasion_management","Africa","Agave",28188.933741466,1929,1997,1997,1997
"Agave sisalana","ZAF",2007,"Management_costs","Post-invasion_management","Africa","Agave",28188.933741466,1929,1997,1997,1997
"Agave sisalana","ZAF",2003,"Management_costs","Post-invasion_management","Africa","Agave",28188.933741466,1929,1997,1997,1997
"Agave sisalana","ZAF",2011,"Management_costs","Post-invasion_management","Africa","Agave",28188.933741466,1929,1997,1997,1997
"Agave sisalana","ZAF",2012,"Management_costs","Post-invasion_management","Africa","Agave",28188.933741466,1929,1997,1997,1997
"Agave sisalana","ZAF",2001,"Management_costs","Post-invasion_management","Africa","Agave",28188.933741466,1929,1997,1997,1997
"Agave sisalana","ZAF",2008,"Management_costs","Post-invasion_management","Africa","Agave",28188.933741466,1929,1997,1997,1997
"Agave sisalana","ZAF",2002,"Management_costs","Post-invasion_management","Africa","Agave",28188.933741466,1929,1997,1997,1997
"Agave sisalana","ZAF",2015,"Management_costs","Post-invasion_management","Africa","Agave",28188.933741466,1929,1997,1997,1997
"Agave sisalana","ZAF",2006,"Management_costs","Post-invasion_management","Africa","Agave",28188.933741466,1929,1997,1997,1997
"Agave sisalana","ZAF",2009,"Management_costs","Post-invasion_management","Africa","Agave",28188.933741466,1929,1997,1997,1997
"Agave sisalana","ZAF",2016,"Management_costs","Post-invasion_management","Africa","Agave",28188.933741466,1929,1997,1997,1997
"Agave sisalana","ZAF",2010,"Management_costs","Post-invasion_management","Africa","Agave",28188.933741466,1929,1997,1997,1997
"Agave sisalana","ZAF",2000,"Management_costs","Post-invasion_management","Africa","Agave",28188.933741466,1929,1997,1997,1997
"Anoplophora chinensis","ITA",2005,"Management_costs","Post-invasion_management","Europe","Anoplophora",724301.100944472,1994,2000,2000,1996
"Anoplophora chinensis","ITA",2006,"Management_costs","Post-invasion_management","Europe","Anoplophora",248134.359431316,1994,2000,2000,1996
"Anoplophora chinensis","ITA",2001,"Management_costs","Post-invasion_management","Europe","Anoplophora",248134.359431316,1994,2000,2000,1996
"Anoplophora chinensis","ITA",2002,"Management_costs","Post-invasion_management","Europe","Anoplophora",248134.359431316,1994,2000,2000,1996
"Anoplophora chinensis","ITA",2003,"Management_costs","Post-invasion_management","Europe","Anoplophora",248134.359431316,1994,2000,2000,1996
"Anoplophora chinensis","ITA",2007,"Management_costs","Post-invasion_management","Europe","Anoplophora",248134.359431316,1994,2000,2000,1996
"Anoplophora chinensis","ITA",2008,"Management_costs","Post-invasion_management","Europe","Anoplophora",248134.359431316,1994,2000,2000,1996
"Anoplophora chinensis","ITA",2000,"Management_costs","Post-invasion_management","Europe","Anoplophora",248134.359431316,1994,2000,2000,1996
"Anoplophora chinensis","ITA",2004,"Management_costs","Post-invasion_management","Europe","Anoplophora",248134.359431316,1994,2000,2000,1996
"Anoplophora chinensis","NLD",2008,"Management_costs","Post-invasion_management","Europe","Anoplophora",930503.847867436,2003,2008,2008,1996
"Anoplophora glabripennis","AUT",2007,"Management_costs","Post-invasion_management","Europe","Anoplophora",86350.7570820981,2001,2001,2001,1996
"Anoplophora glabripennis","AUT",2001,"Management_costs","Post-invasion_management","Europe","Anoplophora",86350.7570820981,2001,2001,2001,1996
"Anoplophora glabripennis","AUT",2002,"Management_costs","Post-invasion_management","Europe","Anoplophora",86350.7570820981,2001,2001,2001,1996
"Anoplophora glabripennis","AUT",2006,"Management_costs","Post-invasion_management","Europe","Anoplophora",86350.7570820981,2001,2001,2001,1996
"Anoplophora glabripennis","AUT",2004,"Management_costs","Post-invasion_management","Europe","Anoplophora",86350.7570820981,2001,2001,2001,1996
"Anoplophora glabripennis","AUT",2003,"Management_costs","Post-invasion_management","Europe","Anoplophora",86350.7570820981,2001,2001,2001,1996
"Anoplophora glabripennis","AUT",2008,"Management_costs","Post-invasion_management","Europe","Anoplophora",86350.7570820981,2001,2001,2001,1996
"Anoplophora glabripennis","AUT",2005,"Management_costs","Post-invasion_management","Europe","Anoplophora",86350.7570820981,2001,2001,2001,1996
"Anoplophora glabripennis","CAN",2006,"Management_costs","Post-invasion_management","North America","Anoplophora",42738740.5873507,2003,2002,2003,1996
"Anoplophora glabripennis","CAN",2005,"Management_costs","Post-invasion_management","North America","Anoplophora",42738740.5873507,2003,2002,2003,1996
"Anoplophora glabripennis","CAN",2007,"Management_costs","Post-invasion_management","North America","Anoplophora",42738740.5873507,2003,2002,2003,1996
"Anoplophora glabripennis","CAN",2003,"Management_costs","Post-invasion_management","North America","Anoplophora",42738740.5873507,2003,2002,2003,1996
"Anoplophora glabripennis","CAN",2004,"Management_costs","Post-invasion_management","North America","Anoplophora",42738740.5873507,2003,2002,2003,1996
"Anoplophora glabripennis","CAN",2008,"Management_costs","Post-invasion_management","North America","Anoplophora",42738740.5873507,2003,2002,2003,1996
"Anoplophora glabripennis","DEU",2007,"Management_costs","Post-invasion_management","Europe","Anoplophora",193544.800356427,1999,2004,2004,1996
"Anoplophora glabripennis","DEU",2004,"Management_costs","Post-invasion_management","Europe","Anoplophora",193544.800356427,1999,2004,2004,1996
"Anoplophora glabripennis","DEU",2006,"Management_costs","Post-invasion_management","Europe","Anoplophora",193544.800356427,1999,2004,2004,1996
"Anoplophora glabripennis","DEU",2008,"Management_costs","Post-invasion_management","Europe","Anoplophora",193544.800356427,1999,2004,2004,1996
"Anoplophora glabripennis","DEU",2005,"Management_costs","Post-invasion_management","Europe","Anoplophora",193544.800356427,1999,2004,2004,1996
"Anoplophora glabripennis","FRA",2003,"Management_costs","Post-invasion_management","Europe","Anoplophora",136473.897687224,2003,2003,2003,1996
"Anoplophora glabripennis","FRA",2004,"Management_costs","Post-invasion_management","Europe","Anoplophora",136473.897687224,2003,2003,2003,1996
"Anoplophora glabripennis","FRA",2006,"Management_costs","Post-invasion_management","Europe","Anoplophora",136473.897687224,2003,2003,2003,1996
"Anoplophora glabripennis","FRA",2005,"Management_costs","Post-invasion_management","Europe","Anoplophora",136473.897687224,2003,2003,2003,1996
"Anoplophora glabripennis","FRA",2007,"Management_costs","Post-invasion_management","Europe","Anoplophora",136473.897687224,2003,2003,2003,1996
"Anoplophora glabripennis","FRA",2008,"Management_costs","Post-invasion_management","Europe","Anoplophora",136473.897687224,2003,2003,2003,1996
"Anoplophora glabripennis","USA",2005,"Management_costs","Post-invasion_management","North America","Anoplophora",122876311.443944,1996,1996,1996,1996
"Anoplophora glabripennis","USA",1998,"Management_costs","Post-invasion_management","North America","Anoplophora",126846608.536023,1996,1996,1996,1996
"Anoplophora glabripennis","USA",2003,"Management_costs","Post-invasion_management","North America","Anoplophora",127873086.642132,1996,1996,1996,1996
"Anoplophora glabripennis","USA",2000,"Management_costs","Post-invasion_management","North America","Anoplophora",126846608.536023,1996,1996,1996,1996
"Anoplophora glabripennis","USA",1996,"Management_costs","Post-invasion_management","North America","Anoplophora",41966688.1637711,1996,1996,1996,1996
"Anoplophora glabripennis","USA",2006,"Management_costs","Post-invasion_management","North America","Anoplophora",122876311.443944,1996,1996,1996,1996
"Anoplophora glabripennis","USA",1999,"Management_costs","Post-invasion_management","North America","Anoplophora",126846608.536023,1996,1996,1996,1996
"Anoplophora glabripennis","USA",2004,"Management_costs","Post-invasion_management","North America","Anoplophora",122876311.443944,1996,1996,1996,1996
"Anoplophora glabripennis","USA",2008,"Management_costs","Post-invasion_management","North America","Anoplophora",38699576.4587805,1996,1996,1996,1996
"Anoplophora glabripennis","USA",2001,"Management_costs","Post-invasion_management","North America","Anoplophora",126846608.536023,1996,1996,1996,1996
"Anoplophora glabripennis","USA",2002,"Management_costs","Post-invasion_management","North America","Anoplophora",127873086.642132,1996,1996,1996,1996
"Anoplophora glabripennis","USA",2007,"Management_costs","Post-invasion_management","North America","Anoplophora",38699576.4587805,1996,1996,1996,1996
"Anoplophora glabripennis","USA",1997,"Management_costs","Post-invasion_management","North America","Anoplophora",126143423.148935,1996,1996,1996,1996
"Arundo donax","ESP",2014,"Management_costs","Post-invasion_management","Europe","Arundo",42722.9356327262,NA,2009,2009,1995
"Arundo donax","ESP",2011,"Management_costs","Post-invasion_management","Europe","Arundo",6974.0410563882,NA,2009,2009,1995
"Arundo donax","ESP",2018,"Management_costs","Post-invasion_management","Europe","Arundo",158330.419621759,NA,2009,2009,1995
"Arundo donax","ESP",2010,"Management_costs","Post-invasion_management","Europe","Arundo",2635.25435353606,NA,2009,2009,1995
"Arundo donax","ESP",2015,"Management_costs","Post-invasion_management","Europe","Arundo",138086.748676345,NA,2009,2009,1995
"Arundo donax","ESP",2013,"Management_costs","Post-invasion_management","Europe","Arundo",33073.9180415235,NA,2009,2009,1995
"Arundo donax","ESP",2016,"Management_costs","Post-invasion_management","Europe","Arundo",149086.758312455,NA,2009,2009,1995
"Arundo donax","ESP",2017,"Management_costs","Post-invasion_management","Europe","Arundo",145731.474954875,NA,2009,2009,1995
"Arundo donax","ESP",2012,"Management_costs","Post-invasion_management","Europe","Arundo",9793.49737460592,NA,2009,2009,1995
"Arundo donax","ESP",2009,"Management_costs","Post-invasion_management","Europe","Arundo",9791.14492391059,NA,2009,2009,1995
"Arundo donax","ZAF",2013,"Management_costs","Post-invasion_management","Africa","Arundo",4513.00663348593,1750,1995,1995,1995
"Arundo donax","ZAF",2016,"Management_costs","Post-invasion_management","Africa","Arundo",4513.00663348593,1750,1995,1995,1995
"Arundo donax","ZAF",2003,"Management_costs","Post-invasion_management","Africa","Arundo",137599.269479232,1750,1995,1995,1995
"Arundo donax","ZAF",2009,"Management_costs","Post-invasion_management","Africa","Arundo",56881.2698242678,1750,1995,1995,1995
"Arundo donax","ZAF",2010,"Management_costs","Post-invasion_management","Africa","Arundo",4513.00663348593,1750,1995,1995,1995
"Arundo donax","ZAF",2015,"Management_costs","Post-invasion_management","Africa","Arundo",4513.00663348593,1750,1995,1995,1995
"Arundo donax","ZAF",2004,"Management_costs","Post-invasion_management","Africa","Arundo",137599.269479232,1750,1995,1995,1995
"Arundo donax","ZAF",2014,"Management_costs","Post-invasion_management","Africa","Arundo",4513.00663348593,1750,1995,1995,1995
"Arundo donax","ZAF",2000,"Management_costs","Post-invasion_management","Africa","Arundo",137599.269479232,1750,1995,1995,1995
"Arundo donax","ZAF",2007,"Management_costs","Post-invasion_management","Africa","Arundo",137599.269479232,1750,1995,1995,1995
"Arundo donax","ZAF",2012,"Management_costs","Post-invasion_management","Africa","Arundo",4513.00663348593,1750,1995,1995,1995
"Arundo donax","ZAF",2005,"Management_costs","Post-invasion_management","Africa","Arundo",137599.269479232,1750,1995,1995,1995
"Arundo donax","ZAF",2011,"Management_costs","Post-invasion_management","Africa","Arundo",4513.00663348593,1750,1995,1995,1995
"Arundo donax","ZAF",1997,"Management_costs","Post-invasion_management","Africa","Arundo",137599.269479232,1750,1995,1995,1995
"Arundo donax","ZAF",1996,"Management_costs","Post-invasion_management","Africa","Arundo",133086.262845747,1750,1995,1995,1995
"Arundo donax","ZAF",1998,"Management_costs","Post-invasion_management","Africa","Arundo",137599.269479232,1750,1995,1995,1995
"Arundo donax","ZAF",2006,"Management_costs","Post-invasion_management","Africa","Arundo",137599.269479232,1750,1995,1995,1995
"Arundo donax","ZAF",1999,"Management_costs","Post-invasion_management","Africa","Arundo",137599.269479232,1750,1995,1995,1995
"Arundo donax","ZAF",2001,"Management_costs","Post-invasion_management","Africa","Arundo",137599.269479232,1750,1995,1995,1995
"Arundo donax","ZAF",2008,"Management_costs","Post-invasion_management","Africa","Arundo",137599.269479232,1750,1995,1995,1995
"Arundo donax","ZAF",1995,"Management_costs","Post-invasion_management","Africa","Arundo",133086.262845747,1750,1995,1995,1995
"Arundo donax","ZAF",2002,"Management_costs","Post-invasion_management","Africa","Arundo",137599.269479232,1750,1995,1995,1995
"Bactrocera cucurbitae","JPN",1993,"Management_costs","Post-invasion_management","Asia","Bactrocera",15929348.9518827,1919,1979,1968,1968
"Bactrocera cucurbitae","JPN",1990,"Management_costs","Post-invasion_management","Asia","Bactrocera",15929348.9518827,1919,1979,1968,1968
"Bactrocera cucurbitae","JPN",1986,"Management_costs","Post-invasion_management","Asia","Bactrocera",19996018.0372457,1919,1979,1968,1968
"Bactrocera cucurbitae","JPN",1979,"Management_costs","Post-invasion_management","Asia","Bactrocera",4066669.085363,1919,1979,1968,1968
"Bactrocera cucurbitae","JPN",1983,"Management_costs","Post-invasion_management","Asia","Bactrocera",19996018.0372457,1919,1979,1968,1968
"Bactrocera cucurbitae","JPN",1988,"Management_costs","Post-invasion_management","Asia","Bactrocera",19996018.0372457,1919,1979,1968,1968
"Bactrocera cucurbitae","JPN",1992,"Management_costs","Post-invasion_management","Asia","Bactrocera",15929348.9518827,1919,1979,1968,1968
"Bactrocera cucurbitae","JPN",1985,"Management_costs","Post-invasion_management","Asia","Bactrocera",19996018.0372457,1919,1979,1968,1968
"Bactrocera cucurbitae","JPN",1984,"Management_costs","Post-invasion_management","Asia","Bactrocera",19996018.0372457,1919,1979,1968,1968
"Bactrocera cucurbitae","JPN",1980,"Management_costs","Post-invasion_management","Asia","Bactrocera",19996018.0372457,1919,1979,1968,1968
"Bactrocera cucurbitae","JPN",1987,"Management_costs","Post-invasion_management","Asia","Bactrocera",19996018.0372457,1919,1979,1968,1968
"Bactrocera cucurbitae","JPN",1981,"Management_costs","Post-invasion_management","Asia","Bactrocera",19996018.0372457,1919,1979,1968,1968
"Bactrocera cucurbitae","JPN",1991,"Management_costs","Post-invasion_management","Asia","Bactrocera",15929348.9518827,1919,1979,1968,1968
"Bactrocera cucurbitae","JPN",1982,"Management_costs","Post-invasion_management","Asia","Bactrocera",19996018.0372457,1919,1979,1968,1968
"Bactrocera cucurbitae","JPN",1989,"Management_costs","Post-invasion_management","Asia","Bactrocera",19996018.0372457,1919,1979,1968,1968
"Bactrocera dorsalis","JPN",1982,"Management_costs","Post-invasion_management","Asia","Bactrocera",5089895.50038982,1919,1968,1968,1968
"Bactrocera dorsalis","JPN",1974,"Management_costs","Post-invasion_management","Asia","Bactrocera",958644.077194753,1919,1968,1968,1968
"Bactrocera dorsalis","JPN",1971,"Management_costs","Post-invasion_management","Asia","Bactrocera",958644.077194753,1919,1968,1968,1968
"Bactrocera dorsalis","JPN",1968,"Management_costs","Post-invasion_management","Asia","Bactrocera",958644.077194753,1919,1968,1968,1968
"Bactrocera dorsalis","JPN",1979,"Management_costs","Post-invasion_management","Asia","Bactrocera",6048539.57758458,1919,1968,1968,1968
"Bactrocera dorsalis","JPN",1978,"Management_costs","Post-invasion_management","Asia","Bactrocera",6048539.57758458,1919,1968,1968,1968
"Bactrocera dorsalis","JPN",1975,"Management_costs","Post-invasion_management","Asia","Bactrocera",2664021.43557279,1919,1968,1968,1968
"Bactrocera dorsalis","JPN",1973,"Management_costs","Post-invasion_management","Asia","Bactrocera",958644.077194753,1919,1968,1968,1968
"Bactrocera dorsalis","JPN",1970,"Management_costs","Post-invasion_management","Asia","Bactrocera",958644.077194753,1919,1968,1968,1968
"Bactrocera dorsalis","JPN",1983,"Management_costs","Post-invasion_management","Asia","Bactrocera",5089895.50038982,1919,1968,1968,1968
"Bactrocera dorsalis","JPN",1969,"Management_costs","Post-invasion_management","Asia","Bactrocera",958644.077194753,1919,1968,1968,1968
"Bactrocera dorsalis","JPN",1972,"Management_costs","Post-invasion_management","Asia","Bactrocera",958644.077194753,1919,1968,1968,1968
"Bactrocera dorsalis","JPN",1985,"Management_costs","Post-invasion_management","Asia","Bactrocera",5089895.50038982,1919,1968,1968,1968
"Bactrocera dorsalis","JPN",1977,"Management_costs","Post-invasion_management","Asia","Bactrocera",6048539.57758458,1919,1968,1968,1968
"Bactrocera dorsalis","JPN",1984,"Management_costs","Post-invasion_management","Asia","Bactrocera",5089895.50038982,1919,1968,1968,1968
"Bactrocera dorsalis","JPN",1980,"Management_costs","Post-invasion_management","Asia","Bactrocera",6048539.57758458,1919,1968,1968,1968
"Bactrocera dorsalis","JPN",1986,"Management_costs","Post-invasion_management","Asia","Bactrocera",3384518.14201179,1919,1968,1968,1968
"Bactrocera dorsalis","JPN",1981,"Management_costs","Post-invasion_management","Asia","Bactrocera",5089895.50038982,1919,1968,1968,1968
"Bactrocera dorsalis","JPN",1976,"Management_costs","Post-invasion_management","Asia","Bactrocera",2664021.43557279,1919,1968,1968,1968
"Cenchrus longisetus","ESP",2013,"Management_costs","Post-invasion_management","Europe","Cenchrus",715.498497382877,NA,2011,1997,1997
"Cenchrus longisetus","ESP",2016,"Management_costs","Post-invasion_management","Europe","Cenchrus",57.8806459790288,NA,2011,1997,1997
"Cenchrus longisetus","ESP",2012,"Management_costs","Post-invasion_management","Europe","Cenchrus",3564.14479570635,NA,2011,1997,1997
"Cenchrus longisetus","ESP",2015,"Management_costs","Post-invasion_management","Europe","Cenchrus",293.745235101106,NA,2011,1997,1997
"Cenchrus longisetus","ESP",2014,"Management_costs","Post-invasion_management","Europe","Cenchrus",281.711882736972,NA,2011,1997,1997
"Cenchrus longisetus","ESP",2011,"Management_costs","Post-invasion_management","Europe","Cenchrus",741.671404103645,NA,2011,1997,1997
"Cenchrus setaceus","ESP",1997,"Management_costs","Post-invasion_management","Africa","Cenchrus",6867.60122087359,1989,1997,1997,1997
"Cenchrus setaceus","ESP",2013,"Management_costs","Post-invasion_management","Europe","Cenchrus",11161.7765591729,1989,1997,1997,1997
"Cenchrus setaceus","ESP",2007,"Management_costs","Post-invasion_management","Africa","Cenchrus",6867.60122087359,1989,1997,1997,1997
"Cenchrus setaceus","ESP",1999,"Management_costs","Post-invasion_management","Africa","Cenchrus",6867.60122087359,1989,1997,1997,1997
"Cenchrus setaceus","ESP",2005,"Management_costs","Post-invasion_management","Europe","Cenchrus",898695.095088994,1989,1997,1997,1997
"Cenchrus setaceus","ESP",2006,"Management_costs","Post-invasion_management","Europe","Cenchrus",898695.095088994,1989,1997,1997,1997
"Cenchrus setaceus","ESP",2011,"Management_costs","Post-invasion_management","Europe","Cenchrus",1300.8372794488,1989,1997,1997,1997
"Cenchrus setaceus","ESP",2014,"Management_costs","Post-invasion_management","Africa","Cenchrus",6867.60122087359,1989,1997,1997,1997
"Cenchrus setaceus","ESP",2019,"Management_costs","Post-invasion_management","Africa","Cenchrus",6867.60122087359,1989,1997,1997,1997
"Cenchrus setaceus","ESP",2015,"Management_costs","Post-invasion_management","Europe","Cenchrus",11177.0061955971,1989,1997,1997,1997
"Cenchrus setaceus","ESP",2014,"Management_costs","Post-invasion_management","Europe","Cenchrus",16606.9154873445,1989,1997,1997,1997
"Cenchrus setaceus","ESP",2017,"Management_costs","Post-invasion_management","Africa","Cenchrus",6867.60122087359,1989,1997,1997,1997
"Cenchrus setaceus","ESP",2011,"Management_costs","Post-invasion_management","Africa","Cenchrus",6867.60122087359,1989,1997,1997,1997
"Cenchrus setaceus","ESP",2001,"Management_costs","Post-invasion_management","Europe","Cenchrus",898695.095088994,1989,1997,1997,1997
"Cenchrus setaceus","ESP",2013,"Management_costs","Post-invasion_management","Africa","Cenchrus",6867.60122087359,1989,1997,1997,1997
"Cenchrus setaceus","ESP",2002,"Management_costs","Post-invasion_management","Africa","Cenchrus",6867.60122087359,1989,1997,1997,1997
"Cenchrus setaceus","ESP",1998,"Management_costs","Post-invasion_management","Africa","Cenchrus",6867.60122087359,1989,1997,1997,1997
"Cenchrus setaceus","ESP",2018,"Management_costs","Post-invasion_management","Europe","Cenchrus",4697.31140681556,1989,1997,1997,1997
"Cenchrus setaceus","ESP",2015,"Management_costs","Post-invasion_management","Africa","Cenchrus",6867.60122087359,1989,1997,1997,1997
"Cenchrus setaceus","ESP",2012,"Management_costs","Post-invasion_management","Europe","Cenchrus",2184.13602259049,1989,1997,1997,1997
"Cenchrus setaceus","ESP",2005,"Management_costs","Post-invasion_management","Africa","Cenchrus",6867.60122087359,1989,1997,1997,1997
"Cenchrus setaceus","ESP",2004,"Management_costs","Post-invasion_management","Europe","Cenchrus",898695.095088994,1989,1997,1997,1997
"Cenchrus setaceus","ESP",2008,"Management_costs","Post-invasion_management","Africa","Cenchrus",6867.60122087359,1989,1997,1997,1997
"Cenchrus setaceus","ESP",2010,"Management_costs","Post-invasion_management","Africa","Cenchrus",6867.60122087359,1989,1997,1997,1997
"Cenchrus setaceus","ESP",2016,"Management_costs","Post-invasion_management","Europe","Cenchrus",4440.89256274098,1989,1997,1997,1997
"Cenchrus setaceus","ESP",2007,"Management_costs","Post-invasion_management","Europe","Cenchrus",898695.095088994,1989,1997,1997,1997
"Cenchrus setaceus","ESP",2008,"Management_costs","Post-invasion_management","Europe","Cenchrus",898695.095088994,1989,1997,1997,1997
"Cenchrus setaceus","ESP",2018,"Management_costs","Post-invasion_management","Africa","Cenchrus",6867.60122087359,1989,1997,1997,1997
"Cenchrus setaceus","ESP",2017,"Management_costs","Post-invasion_management","Europe","Cenchrus",2834.14413552942,1989,1997,1997,1997
"Cenchrus setaceus","ESP",2012,"Management_costs","Post-invasion_management","Africa","Cenchrus",6867.60122087359,1989,1997,1997,1997
"Cenchrus setaceus","ESP",2002,"Management_costs","Post-invasion_management","Europe","Cenchrus",898695.095088994,1989,1997,1997,1997
"Cenchrus setaceus","ESP",2006,"Management_costs","Post-invasion_management","Africa","Cenchrus",6867.60122087359,1989,1997,1997,1997
"Cenchrus setaceus","ESP",2001,"Management_costs","Post-invasion_management","Africa","Cenchrus",6867.60122087359,1989,1997,1997,1997
"Cenchrus setaceus","ESP",2000,"Management_costs","Post-invasion_management","Africa","Cenchrus",6867.60122087359,1989,1997,1997,1997
"Cenchrus setaceus","ESP",2000,"Management_costs","Post-invasion_management","Europe","Cenchrus",898695.095088994,1989,1997,1997,1997
"Cenchrus setaceus","ESP",2010,"Management_costs","Post-invasion_management","Europe","Cenchrus",9968.75805398442,1989,1997,1997,1997
"Cenchrus setaceus","ESP",2009,"Management_costs","Post-invasion_management","Europe","Cenchrus",898695.095088994,1989,1997,1997,1997
"Cenchrus setaceus","ESP",2003,"Management_costs","Post-invasion_management","Africa","Cenchrus",6867.60122087359,1989,1997,1997,1997
"Cenchrus setaceus","ESP",2009,"Management_costs","Post-invasion_management","Africa","Cenchrus",6867.60122087359,1989,1997,1997,1997
"Cenchrus setaceus","ESP",2016,"Management_costs","Post-invasion_management","Africa","Cenchrus",28392.610818704,1989,1997,1997,1997
"Cenchrus setaceus","ESP",1999,"Management_costs","Post-invasion_management","Europe","Cenchrus",898695.095088994,1989,1997,1997,1997
"Cenchrus setaceus","ESP",2004,"Management_costs","Post-invasion_management","Africa","Cenchrus",6867.60122087359,1989,1997,1997,1997
"Cenchrus setaceus","ESP",2003,"Management_costs","Post-invasion_management","Europe","Cenchrus",898695.095088994,1989,1997,1997,1997
"Cylindropuntia imbricata","ESP",2018,"Management_costs","Post-invasion_management","Europe","Cylindropuntia",1268.99838187811,1970,2013,2009,1997
"Cylindropuntia imbricata","ESP",2016,"Management_costs","Post-invasion_management","Europe","Cylindropuntia",803.093962959024,1970,2013,2009,1997
"Cylindropuntia imbricata","ESP",2017,"Management_costs","Post-invasion_management","Europe","Cylindropuntia",1879.78947764706,1970,2013,2009,1997
"Cylindropuntia imbricata","ESP",2015,"Management_costs","Post-invasion_management","Europe","Cylindropuntia",1644.97331656619,1970,2013,2009,1997
"Cylindropuntia imbricata","ESP",2014,"Management_costs","Post-invasion_management","Europe","Cylindropuntia",2553.01393730381,1970,2013,2009,1997
"Cylindropuntia imbricata","ESP",2013,"Management_costs","Post-invasion_management","Europe","Cylindropuntia",15830.4042545962,1970,2013,2009,1997
"Cylindropuntia imbricata","ZAF",2003,"Management_costs","Post-invasion_management","Africa","Cylindropuntia",69.4308712843989,1913,1997,1997,1997
"Cylindropuntia imbricata","ZAF",2004,"Management_costs","Post-invasion_management","Africa","Cylindropuntia",69.4308712843989,1913,1997,1997,1997
"Cylindropuntia imbricata","ZAF",2000,"Management_costs","Post-invasion_management","Africa","Cylindropuntia",69.4308712843989,1913,1997,1997,1997
"Cylindropuntia imbricata","ZAF",2016,"Management_costs","Post-invasion_management","Africa","Cylindropuntia",69.4308712843989,1913,1997,1997,1997
"Cylindropuntia imbricata","ZAF",2009,"Management_costs","Post-invasion_management","Africa","Cylindropuntia",69.4308712843989,1913,1997,1997,1997
"Cylindropuntia imbricata","ZAF",2015,"Management_costs","Post-invasion_management","Africa","Cylindropuntia",69.4308712843989,1913,1997,1997,1997
"Cylindropuntia imbricata","ZAF",2002,"Management_costs","Post-invasion_management","Africa","Cylindropuntia",69.4308712843989,1913,1997,1997,1997
"Cylindropuntia imbricata","ZAF",2001,"Management_costs","Post-invasion_management","Africa","Cylindropuntia",69.4308712843989,1913,1997,1997,1997
"Cylindropuntia imbricata","ZAF",2014,"Management_costs","Post-invasion_management","Africa","Cylindropuntia",69.4308712843989,1913,1997,1997,1997
"Cylindropuntia imbricata","ZAF",2008,"Management_costs","Post-invasion_management","Africa","Cylindropuntia",69.4308712843989,1913,1997,1997,1997
"Cylindropuntia imbricata","ZAF",2007,"Management_costs","Post-invasion_management","Africa","Cylindropuntia",69.4308712843989,1913,1997,1997,1997
"Cylindropuntia imbricata","ZAF",1998,"Management_costs","Post-invasion_management","Africa","Cylindropuntia",69.4308712843989,1913,1997,1997,1997
"Cylindropuntia imbricata","ZAF",1997,"Management_costs","Post-invasion_management","Africa","Cylindropuntia",69.4308712843989,1913,1997,1997,1997
"Cylindropuntia imbricata","ZAF",2006,"Management_costs","Post-invasion_management","Africa","Cylindropuntia",69.4308712843989,1913,1997,1997,1997
"Cylindropuntia imbricata","ZAF",2010,"Management_costs","Post-invasion_management","Africa","Cylindropuntia",69.4308712843989,1913,1997,1997,1997
"Cylindropuntia imbricata","ZAF",2013,"Management_costs","Post-invasion_management","Africa","Cylindropuntia",69.4308712843989,1913,1997,1997,1997
"Cylindropuntia imbricata","ZAF",1999,"Management_costs","Post-invasion_management","Africa","Cylindropuntia",69.4308712843989,1913,1997,1997,1997
"Cylindropuntia imbricata","ZAF",2011,"Management_costs","Post-invasion_management","Africa","Cylindropuntia",69.4308712843989,1913,1997,1997,1997
"Cylindropuntia imbricata","ZAF",2005,"Management_costs","Post-invasion_management","Africa","Cylindropuntia",69.4308712843989,1913,1997,1997,1997
"Cylindropuntia imbricata","ZAF",2012,"Management_costs","Post-invasion_management","Africa","Cylindropuntia",69.4308712843989,1913,1997,1997,1997
"Cylindropuntia pallida","ESP",2017,"Management_costs","Post-invasion_management","Europe","Cylindropuntia",31864.6345244118,NA,2010,2009,1997
"Cylindropuntia pallida","ESP",2011,"Management_costs","Post-invasion_management","Europe","Cylindropuntia",4876.62987960821,NA,2010,2009,1997
"Cylindropuntia pallida","ESP",2015,"Management_costs","Post-invasion_management","Europe","Cylindropuntia",21891.3636459099,NA,2010,2009,1997
"Cylindropuntia pallida","ESP",2014,"Management_costs","Post-invasion_management","Europe","Cylindropuntia",31171.419824846,NA,2010,2009,1997
"Cylindropuntia pallida","ESP",2013,"Management_costs","Post-invasion_management","Europe","Cylindropuntia",4876.62987960821,NA,2010,2009,1997
"Cylindropuntia pallida","ESP",2012,"Management_costs","Post-invasion_management","Europe","Cylindropuntia",4876.62987960821,NA,2010,2009,1997
"Cylindropuntia pallida","ESP",2018,"Management_costs","Post-invasion_management","Europe","Cylindropuntia",39343.3765767629,NA,2010,2009,1997
"Cylindropuntia pallida","ESP",2010,"Management_costs","Post-invasion_management","Europe","Cylindropuntia",4876.62987960821,NA,2010,2009,1997
